"";"ensembl_transcript_id_version";"ensembl_gene_id"
"34158";"ENSDART00000150914.3";"ENSDARG00000096310"
"34159";"ENSDART00000151135.2";"ENSDARG00000096311"
"34160";"ENSDART00000151202.2";"ENSDARG00000068214"
"34161";"ENSDART00000151225.3";"ENSDARG00000017602"
"34162";"ENSDART00000151316.2";"ENSDARG00000017602"
"34163";"ENSDART00000151459.2";"ENSDARG00000017602"
"34164";"ENSDART00000151494.3";"ENSDARG00000096310"
"34165";"ENSDART00000151844.2";"ENSDARG00000096473"
"34166";"ENSDART00000152086.3";"ENSDARG00000045549"
"34167";"ENSDART00000152226.2";"ENSDARG00000069799"
"34168";"ENSDART00000152359.2";"ENSDARG00000043555"
"34169";"ENSDART00000153611.2";"ENSDARG00000087793"
"34170";"ENSDART00000153847.2";"ENSDARG00000096906"
"34171";"ENSDART00000153951.3";"ENSDARG00000061862"
"34172";"ENSDART00000154733.2";"ENSDARG00000087793"
"34173";"ENSDART00000154742.2";"ENSDARG00000091832"
"34174";"ENSDART00000154880.2";"ENSDARG00000097964"
"34175";"ENSDART00000154940.3";"ENSDARG00000027825"
"34176";"ENSDART00000154978.2";"ENSDARG00000097055"
"34177";"ENSDART00000155009.2";"ENSDARG00000097651"
"34178";"ENSDART00000155504.2";"ENSDARG00000075327"
"34179";"ENSDART00000155688.3";"ENSDARG00000075327"
"34180";"ENSDART00000155915.2";"ENSDARG00000039343"
"34181";"ENSDART00000155977.3";"ENSDARG00000027825"
"34182";"ENSDART00000156841.2";"ENSDARG00000097014"
"34183";"ENSDART00000156944.2";"ENSDARG00000061862"
"34184";"ENSDART00000156979.2";"ENSDARG00000027825"
"34185";"ENSDART00000157509.2";"ENSDARG00000103762"
"34186";"ENSDART00000157753.2";"ENSDARG00000100789"
"34187";"ENSDART00000157781.2";"ENSDARG00000100789"
"34188";"ENSDART00000158178.2";"ENSDARG00000101260"
"34189";"ENSDART00000158199.2";"ENSDARG00000115017"
"34190";"ENSDART00000158204.2";"ENSDARG00000077228"
"34191";"ENSDART00000158385.2";"ENSDARG00000102180"
"34192";"ENSDART00000158615.2";"ENSDARG00000105243"
"34193";"ENSDART00000158629.2";"ENSDARG00000105243"
"34194";"ENSDART00000159101.2";"ENSDARG00000105243"
"34195";"ENSDART00000159176.2";"ENSDARG00000104277"
"34196";"ENSDART00000159177.2";"ENSDARG00000099695"
"34197";"ENSDART00000159274.2";"ENSDARG00000103553"
"34198";"ENSDART00000159782.3";"ENSDARG00000105214"
"34199";"ENSDART00000159791.2";"ENSDARG00000104023"
"34200";"ENSDART00000159883.2";"ENSDARG00000104808"
"34201";"ENSDART00000159981.2";"ENSDARG00000070448"
"34202";"ENSDART00000160281.2";"ENSDARG00000098907"
"34203";"ENSDART00000160862.2";"ENSDARG00000028721"
"34204";"ENSDART00000160885.2";"ENSDARG00000098408"
"34205";"ENSDART00000160915.2";"ENSDARG00000078073"
"34206";"ENSDART00000160977.2";"ENSDARG00000099348"
"34207";"ENSDART00000161026.2";"ENSDARG00000055307"
"34208";"ENSDART00000161097.2";"ENSDARG00000104697"
"34209";"ENSDART00000161475.2";"ENSDARG00000071353"
"34210";"ENSDART00000161569.2";"ENSDARG00000105243"
"34211";"ENSDART00000162208.2";"ENSDARG00000098862"
"34212";"ENSDART00000162263.2";"ENSDARG00000103553"
"34213";"ENSDART00000162276.2";"ENSDARG00000078073"
"34214";"ENSDART00000162527.2";"ENSDARG00000100722"
"34215";"ENSDART00000162722.2";"ENSDARG00000033738"
"34216";"ENSDART00000162907.2";"ENSDARG00000099096"
"34217";"ENSDART00000162980.2";"ENSDARG00000104277"
"34218";"ENSDART00000163058.2";"ENSDARG00000078073"
"34219";"ENSDART00000163199.2";"ENSDARG00000105243"
"34220";"ENSDART00000163477.3";"ENSDARG00000100157"
"34221";"ENSDART00000163612.2";"ENSDARG00000099096"
"34222";"ENSDART00000164177.2";"ENSDARG00000098862"
"34223";"ENSDART00000164259.2";"ENSDARG00000020054"
"34224";"ENSDART00000164333.2";"ENSDARG00000104023"
"34225";"ENSDART00000164424.2";"ENSDARG00000105266"
"34226";"ENSDART00000164439.2";"ENSDARG00000102792"
"34227";"ENSDART00000164483.2";"ENSDARG00000042337"
"34228";"ENSDART00000164653.2";"ENSDARG00000103109"
"34229";"ENSDART00000165162.2";"ENSDARG00000104023"
"34230";"ENSDART00000165174.2";"ENSDARG00000099695"
"34231";"ENSDART00000165270.2";"ENSDARG00000078073"
"34232";"ENSDART00000165303.2";"ENSDARG00000104808"
"34233";"ENSDART00000165404.2";"ENSDARG00000104023"
"34234";"ENSDART00000165543.2";"ENSDARG00000070448"
"34235";"ENSDART00000165672.2";"ENSDARG00000101036"
"34236";"ENSDART00000165719.2";"ENSDARG00000099139"
"34237";"ENSDART00000166342.2";"ENSDARG00000006368"
"34238";"ENSDART00000166435.2";"ENSDARG00000098392"
"34239";"ENSDART00000166768.2";"ENSDARG00000104771"
"34240";"ENSDART00000167024.2";"ENSDARG00000101353"
"34241";"ENSDART00000167171.2";"ENSDARG00000102362"
"34242";"ENSDART00000167221.2";"ENSDARG00000105243"
"34243";"ENSDART00000167626.2";"ENSDARG00000090734"
"34244";"ENSDART00000167753.2";"ENSDARG00000102362"
"34245";"ENSDART00000167943.2";"ENSDARG00000078073"
"34246";"ENSDART00000168158.2";"ENSDARG00000102180"
"34247";"ENSDART00000168279.2";"ENSDARG00000028721"
"34248";"ENSDART00000168348.2";"ENSDARG00000099121"
"34249";"ENSDART00000168657.2";"ENSDARG00000100723"
"34250";"ENSDART00000168927.2";"ENSDARG00000098862"
"34251";"ENSDART00000168971.2";"ENSDARG00000103381"
"34252";"ENSDART00000169026.2";"ENSDARG00000104808"
"34253";"ENSDART00000169040.2";"ENSDARG00000071353"
"34254";"ENSDART00000169381.2";"ENSDARG00000030759"
"34255";"ENSDART00000169469.2";"ENSDARG00000035868"
"34256";"ENSDART00000169531.2";"ENSDARG00000101036"
"34257";"ENSDART00000169713.2";"ENSDARG00000103109"
"34258";"ENSDART00000169965.3";"ENSDARG00000028448"
"34259";"ENSDART00000170032.2";"ENSDARG00000070448"
"34260";"ENSDART00000170239.2";"ENSDARG00000103381"
"34261";"ENSDART00000170266.2";"ENSDARG00000101353"
"34262";"ENSDART00000170342.3";"ENSDARG00000102051"
"34263";"ENSDART00000170623.2";"ENSDARG00000105243"
"34264";"ENSDART00000170719.2";"ENSDARG00000104808"
"34265";"ENSDART00000171140.2";"ENSDARG00000077045"
"34266";"ENSDART00000171285.2";"ENSDARG00000105243"
"34267";"ENSDART00000171379.2";"ENSDARG00000077045"
"34268";"ENSDART00000171526.2";"ENSDARG00000102003"
"34269";"ENSDART00000171581.2";"ENSDARG00000105243"
"34270";"ENSDART00000171782.2";"ENSDARG00000035868"
"34271";"ENSDART00000171944.2";"ENSDARG00000102362"
"34272";"ENSDART00000172067.2";"ENSDARG00000101353"
"34273";"ENSDART00000172261.2";"ENSDARG00000099363"
"34274";"ENSDART00000172642.2";"ENSDARG00000105214"
"34275";"ENSDART00000172972.2";"ENSDARG00000103730"
"34276";"ENSDART00000173168.2";"ENSDARG00000105424"
"34277";"ENSDART00000173289.2";"ENSDARG00000103730"
"34278";"ENSDART00000173745.2";"ENSDARG00000105581"
"34279";"ENSDART00000173762.2";"ENSDARG00000054196"
"34280";"ENSDART00000174536.2";"ENSDARG00000045519"
"34281";"ENSDART00000175069.2";"ENSDARG00000001891"
"34282";"ENSDART00000175157.2";"ENSDARG00000101036"
"34283";"ENSDART00000175473.2";"ENSDARG00000103109"
"34284";"ENSDART00000176057.2";"ENSDARG00000056387"
"34285";"ENSDART00000176442.2";"ENSDARG00000020482"
"34286";"ENSDART00000177470.2";"ENSDARG00000099139"
"34287";"ENSDART00000177919.2";"ENSDARG00000104808"
"34288";"ENSDART00000178248.2";"ENSDARG00000056932"
"34289";"ENSDART00000179312.2";"ENSDARG00000062123"
"34290";"ENSDART00000179326.2";"ENSDARG00000035868"
"34291";"ENSDART00000179569.2";"ENSDARG00000069171"
"34292";"ENSDART00000179669.1";"ENSDARG00000075327"
"34293";"ENSDART00000179734.1";"ENSDARG00000087788"
"34294";"ENSDART00000180340.1";"ENSDARG00000092987"
"34295";"ENSDART00000180369.1";"ENSDARG00000055093"
"34296";"ENSDART00000180705.1";"ENSDARG00000035868"
"34297";"ENSDART00000180958.1";"ENSDARG00000099096"
"34298";"ENSDART00000181037.1";"ENSDARG00000006545"
"34299";"ENSDART00000181080.1";"ENSDARG00000092987"
"34300";"ENSDART00000181184.1";"ENSDARG00000105266"
"34301";"ENSDART00000181468.1";"ENSDARG00000054252"
"34302";"ENSDART00000181549.1";"ENSDARG00000075327"
"34303";"ENSDART00000181866.1";"ENSDARG00000094587"
"34304";"ENSDART00000182044.1";"ENSDARG00000009031"
"34305";"ENSDART00000182258.1";"ENSDARG00000104023"
"34306";"ENSDART00000183234.1";"ENSDARG00000015474"
"34307";"ENSDART00000183240.1";"ENSDARG00000104023"
"34308";"ENSDART00000183755.1";"ENSDARG00000105243"
"34309";"ENSDART00000183849.1";"ENSDARG00000027825"
"34310";"ENSDART00000184052.1";"ENSDARG00000109383"
"34311";"ENSDART00000184072.1";"ENSDARG00000104808"
"34312";"ENSDART00000184487.1";"ENSDARG00000017602"
"34313";"ENSDART00000184534.1";"ENSDARG00000103109"
"34314";"ENSDART00000184582.1";"ENSDARG00000055093"
"34315";"ENSDART00000184752.1";"ENSDARG00000077075"
"34316";"ENSDART00000184912.1";"ENSDARG00000092987"
"34317";"ENSDART00000184969.1";"ENSDARG00000007436"
"34318";"ENSDART00000185041.1";"ENSDARG00000115506"
"34319";"ENSDART00000185332.1";"ENSDARG00000021896"
"34320";"ENSDART00000185748.1";"ENSDARG00000001760"
"34321";"ENSDART00000185797.1";"ENSDARG00000038113"
"34322";"ENSDART00000186017.1";"ENSDARG00000056892"
"34323";"ENSDART00000186493.1";"ENSDARG00000056892"
"34324";"ENSDART00000186635.1";"ENSDARG00000038133"
"34325";"ENSDART00000186636.1";"ENSDARG00000077045"
"34326";"ENSDART00000186921.1";"ENSDARG00000110203"
"34327";"ENSDART00000186993.1";"ENSDARG00000042953"
"34328";"ENSDART00000187294.1";"ENSDARG00000005314"
"34329";"ENSDART00000187614.1";"ENSDARG00000067676"
"34330";"ENSDART00000187650.1";"ENSDARG00000067676"
"34331";"ENSDART00000187780.1";"ENSDARG00000104023"
"34332";"ENSDART00000187807.1";"ENSDARG00000104023"
"34333";"ENSDART00000188497.1";"ENSDARG00000005098"
"34334";"ENSDART00000188506.1";"ENSDARG00000041572"
"34335";"ENSDART00000188703.1";"ENSDARG00000026862"
"34336";"ENSDART00000188915.1";"ENSDARG00000033738"
"34337";"ENSDART00000189026.1";"ENSDARG00000018121"
"34338";"ENSDART00000189071.1";"ENSDARG00000092987"
"34339";"ENSDART00000189444.1";"ENSDARG00000105266"
"34340";"ENSDART00000189478.1";"ENSDARG00000103109"
"34341";"ENSDART00000189540.1";"ENSDARG00000057184"
"34342";"ENSDART00000189742.1";"ENSDARG00000104771"
"34343";"ENSDART00000190034.1";"ENSDARG00000061974"
"34344";"ENSDART00000190061.1";"ENSDARG00000104277"
"34345";"ENSDART00000190136.1";"ENSDARG00000070522"
"34346";"ENSDART00000190472.1";"ENSDARG00000067676"
"34347";"ENSDART00000190911.1";"ENSDARG00000011696"
"34348";"ENSDART00000190938.1";"ENSDARG00000105243"
"34349";"ENSDART00000190947.1";"ENSDARG00000038862"
"34350";"ENSDART00000191133.1";"ENSDARG00000061862"
"34351";"ENSDART00000191186.1";"ENSDARG00000001733"
"34352";"ENSDART00000191331.1";"ENSDARG00000042874"
"34353";"ENSDART00000191973.1";"ENSDARG00000103553"
"34354";"ENSDART00000192075.1";"ENSDARG00000041572"
"34355";"ENSDART00000192103.1";"ENSDARG00000094587"
"34356";"ENSDART00000192224.1";"ENSDARG00000001733"
"34357";"ENSDART00000192348.1";"ENSDARG00000105266"
"34358";"ENSDART00000192577.1";"ENSDARG00000021896"
"34359";"ENSDART00000192699.1";"ENSDARG00000021896"
"34360";"ENSDART00000193081.1";"ENSDARG00000056892"
"34361";"ENSDART00000193177.1";"ENSDARG00000015449"
"34362";"ENSDART00000193791.1";"ENSDARG00000035868"
"34363";"ENSDART00000003310.8";"ENSDARG00000008540"
"34364";"ENSDART00000004233.9";"ENSDARG00000005525"
"34365";"ENSDART00000005168.6";"ENSDARG00000009864"
"34366";"ENSDART00000005244.6";"ENSDARG00000043557"
"34367";"ENSDART00000005313.10";"ENSDARG00000002635"
"34368";"ENSDART00000005906.6";"ENSDARG00000019973"
"34369";"ENSDART00000007103.8";"ENSDARG00000020086"
"34370";"ENSDART00000008752.7";"ENSDARG00000013522"
"34371";"ENSDART00000008785.9";"ENSDARG00000006487"
"34372";"ENSDART00000008807.8";"ENSDARG00000006691"
"34373";"ENSDART00000009569.11";"ENSDARG00000078187"
"34374";"ENSDART00000009826.10";"ENSDARG00000040237"
"34375";"ENSDART00000009858.6";"ENSDARG00000007786"
"34376";"ENSDART00000009892.8";"ENSDARG00000018967"
"34377";"ENSDART00000014176.6";"ENSDARG00000015674"
"34378";"ENSDART00000014669.9";"ENSDARG00000030781"
"34379";"ENSDART00000016024.9";"ENSDARG00000003963"
"34380";"ENSDART00000016629.7";"ENSDARG00000020279"
"34381";"ENSDART00000017569.8";"ENSDARG00000013598"
"34382";"ENSDART00000019252.8";"ENSDARG00000017230"
"34383";"ENSDART00000021949.11";"ENSDARG00000075021"
"34384";"ENSDART00000025535.8";"ENSDARG00000013843"
"34385";"ENSDART00000025841.9";"ENSDARG00000011157"
"34386";"ENSDART00000026295.9";"ENSDARG00000011545"
"34387";"ENSDART00000026409.7";"ENSDARG00000013475"
"34388";"ENSDART00000027171.8";"ENSDARG00000005673"
"34389";"ENSDART00000029175.8";"ENSDARG00000015356"
"34390";"ENSDART00000029699.7";"ENSDARG00000035565"
"34391";"ENSDART00000029930.8";"ENSDARG00000026109"
"34392";"ENSDART00000034248.6";"ENSDARG00000029036"
"34393";"ENSDART00000036302.8";"ENSDARG00000021866"
"34394";"ENSDART00000037183.6";"ENSDARG00000026908"
"34395";"ENSDART00000040209.9";"ENSDARG00000031548"
"34396";"ENSDART00000041007.7";"ENSDARG00000033655"
"34397";"ENSDART00000041841.5";"ENSDARG00000043662"
"34398";"ENSDART00000042189.7";"ENSDARG00000059054"
"34399";"ENSDART00000042277.7";"ENSDARG00000023110"
"34400";"ENSDART00000042469.8";"ENSDARG00000028894"
"34401";"ENSDART00000043016.5";"ENSDARG00000004302"
"34402";"ENSDART00000043291.7";"ENSDARG00000034907"
"34403";"ENSDART00000046114.8";"ENSDARG00000040237"
"34404";"ENSDART00000046934.6";"ENSDARG00000023583"
"34405";"ENSDART00000048828.5";"ENSDARG00000001870"
"34406";"ENSDART00000051312.4";"ENSDARG00000035406"
"34407";"ENSDART00000052907.5";"ENSDARG00000093003"
"34408";"ENSDART00000052998.6";"ENSDARG00000036479"
"34409";"ENSDART00000053875.5";"ENSDARG00000037066"
"34410";"ENSDART00000056381.5";"ENSDARG00000056462"
"34411";"ENSDART00000057463.6";"ENSDARG00000039325"
"34412";"ENSDART00000059560.8";"ENSDARG00000035023"
"34413";"ENSDART00000061139.7";"ENSDARG00000041715"
"34414";"ENSDART00000061366.4";"ENSDARG00000041878"
"34415";"ENSDART00000063257.5";"ENSDARG00000043085"
"34416";"ENSDART00000063523.6";"ENSDARG00000043275"
"34417";"ENSDART00000064197.4";"ENSDARG00000043716"
"34418";"ENSDART00000064657.4";"ENSDARG00000044039"
"34419";"ENSDART00000064938.5";"ENSDARG00000014181"
"34420";"ENSDART00000065032.8";"ENSDARG00000044295"
"34421";"ENSDART00000065372.7";"ENSDARG00000062217"
"34422";"ENSDART00000066644.8";"ENSDARG00000071565"
"34423";"ENSDART00000067235.7";"ENSDARG00000045733"
"34424";"ENSDART00000067454.4";"ENSDARG00000045893"
"34425";"ENSDART00000073416.6";"ENSDARG00000051746"
"34426";"ENSDART00000073508.6";"ENSDARG00000051823"
"34427";"ENSDART00000075340.5";"ENSDARG00000069951"
"34428";"ENSDART00000078154.5";"ENSDARG00000055752"
"34429";"ENSDART00000078378.5";"ENSDARG00000055966"
"34430";"ENSDART00000078998.6";"ENSDARG00000056462"
"34431";"ENSDART00000079248.6";"ENSDARG00000056719"
"34432";"ENSDART00000079534.6";"ENSDARG00000056949"
"34433";"ENSDART00000081059.5";"ENSDARG00000058230"
"34434";"ENSDART00000081193.6";"ENSDARG00000058332"
"34435";"ENSDART00000081290.4";"ENSDARG00000058413"
"34436";"ENSDART00000081599.6";"ENSDARG00000020334"
"34437";"ENSDART00000081657.6";"ENSDARG00000058731"
"34438";"ENSDART00000082473.6";"ENSDARG00000070339"
"34439";"ENSDART00000082578.6";"ENSDARG00000013397"
"34440";"ENSDART00000083212.5";"ENSDARG00000059680"
"34441";"ENSDART00000084119.6";"ENSDARG00000060018"
"34442";"ENSDART00000085037.6";"ENSDARG00000060410"
"34443";"ENSDART00000085298.6";"ENSDARG00000060500"
"34444";"ENSDART00000088290.7";"ENSDARG00000061732"
"34445";"ENSDART00000088876.4";"ENSDARG00000061885"
"34446";"ENSDART00000089021.5";"ENSDARG00000037488"
"34447";"ENSDART00000090273.6";"ENSDARG00000062418"
"34448";"ENSDART00000090528.5";"ENSDARG00000021309"
"34449";"ENSDART00000091472.5";"ENSDARG00000062906"
"34450";"ENSDART00000091898.6";"ENSDARG00000063088"
"34451";"ENSDART00000093281.6";"ENSDARG00000063682"
"34452";"ENSDART00000093402.7";"ENSDARG00000063726"
"34453";"ENSDART00000097328.5";"ENSDARG00000067601"
"34454";"ENSDART00000097460.5";"ENSDARG00000052734"
"34455";"ENSDART00000098010.2";"ENSDARG00000035415"
"34456";"ENSDART00000099138.7";"ENSDARG00000005821"
"34457";"ENSDART00000099903.6";"ENSDARG00000078973"
"34458";"ENSDART00000100061.5";"ENSDARG00000069013"
"34459";"ENSDART00000101537.5";"ENSDARG00000058369"
"34460";"ENSDART00000101578.4";"ENSDARG00000069675"
"34461";"ENSDART00000101580.4";"ENSDARG00000069677"
"34462";"ENSDART00000103131.5";"ENSDARG00000070337"
"34463";"ENSDART00000103149.5";"ENSDARG00000070353"
"34464";"ENSDART00000103150.5";"ENSDARG00000036695"
"34465";"ENSDART00000103352.4";"ENSDARG00000070433"
"34466";"ENSDART00000103449.5";"ENSDARG00000001969"
"34467";"ENSDART00000103704.5";"ENSDARG00000070560"
"34468";"ENSDART00000104143.5";"ENSDARG00000001969"
"34469";"ENSDART00000104623.7";"ENSDARG00000070964"
"34470";"ENSDART00000104732.4";"ENSDARG00000071013"
"34471";"ENSDART00000104835.5";"ENSDARG00000071062"
"34472";"ENSDART00000105457.5";"ENSDARG00000071360"
"34473";"ENSDART00000105460.5";"ENSDARG00000009673"
"34474";"ENSDART00000105662.5";"ENSDARG00000071454"
"34475";"ENSDART00000105726.4";"ENSDARG00000092553"
"34476";"ENSDART00000106657.4";"ENSDARG00000071871"
"34477";"ENSDART00000109031.4";"ENSDARG00000074389"
"34478";"ENSDART00000109886.5";"ENSDARG00000078435"
"34479";"ENSDART00000110121.4";"ENSDARG00000079542"
"34480";"ENSDART00000110322.4";"ENSDARG00000075949"
"34481";"ENSDART00000110389.5";"ENSDARG00000077495"
"34482";"ENSDART00000110390.5";"ENSDARG00000025518"
"34483";"ENSDART00000110843.4";"ENSDARG00000078989"
"34484";"ENSDART00000110892.5";"ENSDARG00000058939"
"34485";"ENSDART00000112268.5";"ENSDARG00000078106"
"34486";"ENSDART00000112299.4";"ENSDARG00000074563"
"34487";"ENSDART00000112495.3";"ENSDARG00000079497"
"34488";"ENSDART00000112900.4";"ENSDARG00000078102"
"34489";"ENSDART00000113013.4";"ENSDARG00000076716"
"34490";"ENSDART00000113723.5";"ENSDARG00000067797"
"34491";"ENSDART00000114188.5";"ENSDARG00000075697"
"34492";"ENSDART00000114689.4";"ENSDARG00000079973"
"34493";"ENSDART00000121456.3";"ENSDARG00000039576"
"34494";"ENSDART00000122217.3";"ENSDARG00000005525"
"34495";"ENSDART00000123056.4";"ENSDARG00000056725"
"34496";"ENSDART00000123205.3";"ENSDARG00000001870"
"34497";"ENSDART00000123792.3";"ENSDARG00000009864"
"34498";"ENSDART00000123825.3";"ENSDARG00000086484"
"34499";"ENSDART00000124319.3";"ENSDARG00000087910"
"34500";"ENSDART00000124321.3";"ENSDARG00000042613"
"34501";"ENSDART00000125271.4";"ENSDARG00000071013"
"34502";"ENSDART00000126785.4";"ENSDARG00000055022"
"34503";"ENSDART00000126963.4";"ENSDARG00000091209"
"34504";"ENSDART00000127714.5";"ENSDARG00000087359"
"34505";"ENSDART00000128174.4";"ENSDARG00000014181"
"34506";"ENSDART00000128533.4";"ENSDARG00000070339"
"34507";"ENSDART00000129216.3";"ENSDARG00000102927"
"34508";"ENSDART00000129362.2";"ENSDARG00000069951"
"34509";"ENSDART00000129427.3";"ENSDARG00000086183"
"34510";"ENSDART00000129574.3";"ENSDARG00000036695"
"34511";"ENSDART00000129924.4";"ENSDARG00000056725"
"34512";"ENSDART00000130548.3";"ENSDARG00000045733"
"34513";"ENSDART00000130678.3";"ENSDARG00000004199"
"34514";"ENSDART00000131229.4";"ENSDARG00000017398"
"34515";"ENSDART00000131315.2";"ENSDARG00000077691"
"34516";"ENSDART00000131347.2";"ENSDARG00000026109"
"34517";"ENSDART00000131407.3";"ENSDARG00000005525"
"34518";"ENSDART00000131472.2";"ENSDARG00000092317"
"34519";"ENSDART00000131802.3";"ENSDARG00000094695"
"34520";"ENSDART00000131973.2";"ENSDARG00000045574"
"34521";"ENSDART00000132054.2";"ENSDARG00000095180"
"34522";"ENSDART00000132161.4";"ENSDARG00000078770"
"34523";"ENSDART00000132210.3";"ENSDARG00000069632"
"34524";"ENSDART00000132366.2";"ENSDARG00000069632"
"34525";"ENSDART00000132536.2";"ENSDARG00000012519"
"34526";"ENSDART00000132589.3";"ENSDARG00000040237"
"34527";"ENSDART00000132821.2";"ENSDARG00000043569"
"34528";"ENSDART00000132937.2";"ENSDARG00000020279"
"34529";"ENSDART00000133225.2";"ENSDARG00000095590"
"34530";"ENSDART00000133452.2";"ENSDARG00000026908"
"34531";"ENSDART00000133675.4";"ENSDARG00000023110"
"34532";"ENSDART00000133793.2";"ENSDARG00000041878"
"34533";"ENSDART00000133951.2";"ENSDARG00000011157"
"34534";"ENSDART00000134096.2";"ENSDARG00000028894"
"34535";"ENSDART00000134179.3";"ENSDARG00000039576"
"34536";"ENSDART00000134371.2";"ENSDARG00000092556"
"34537";"ENSDART00000134560.3";"ENSDARG00000004302"
"34538";"ENSDART00000134868.2";"ENSDARG00000069453"
"34539";"ENSDART00000135191.2";"ENSDARG00000078435"
"34540";"ENSDART00000135215.2";"ENSDARG00000068575"
"34541";"ENSDART00000135240.2";"ENSDARG00000030781"
"34542";"ENSDART00000135297.2";"ENSDARG00000094997"
"34543";"ENSDART00000135303.3";"ENSDARG00000079542"
"34544";"ENSDART00000135360.3";"ENSDARG00000055300"
"34545";"ENSDART00000135459.3";"ENSDARG00000006691"
"34546";"ENSDART00000135636.3";"ENSDARG00000093003"
"34547";"ENSDART00000135728.3";"ENSDARG00000056725"
"34548";"ENSDART00000135730.4";"ENSDARG00000045574"
"34549";"ENSDART00000135745.2";"ENSDARG00000026908"
"34550";"ENSDART00000136066.2";"ENSDARG00000061732"
"34551";"ENSDART00000136085.2";"ENSDARG00000005525"
"34552";"ENSDART00000136137.4";"ENSDARG00000086897"
"34553";"ENSDART00000136469.3";"ENSDARG00000005525"
"34554";"ENSDART00000137013.2";"ENSDARG00000020279"
"34555";"ENSDART00000137018.2";"ENSDARG00000093269"
"34556";"ENSDART00000137034.2";"ENSDARG00000040237"
"34557";"ENSDART00000137145.2";"ENSDARG00000055022"
"34558";"ENSDART00000137323.2";"ENSDARG00000115038"
"34559";"ENSDART00000137507.2";"ENSDARG00000070339"
"34560";"ENSDART00000137686.2";"ENSDARG00000030781"
"34561";"ENSDART00000137734.2";"ENSDARG00000042613"
"34562";"ENSDART00000137885.2";"ENSDARG00000093003"
"34563";"ENSDART00000137968.2";"ENSDARG00000093606"
"34564";"ENSDART00000138062.2";"ENSDARG00000025108"
"34565";"ENSDART00000138138.2";"ENSDARG00000030781"
"34566";"ENSDART00000138199.3";"ENSDARG00000013843"
"34567";"ENSDART00000138242.2";"ENSDARG00000014059"
"34568";"ENSDART00000138323.2";"ENSDARG00000012519"
"34569";"ENSDART00000138374.2";"ENSDARG00000095152"
"34570";"ENSDART00000138462.2";"ENSDARG00000013843"
"34571";"ENSDART00000138783.2";"ENSDARG00000087893"
"34572";"ENSDART00000139055.2";"ENSDARG00000020279"
"34573";"ENSDART00000139058.2";"ENSDARG00000078317"
"34574";"ENSDART00000139206.4";"ENSDARG00000062531"
"34575";"ENSDART00000139292.2";"ENSDARG00000092493"
"34576";"ENSDART00000139319.2";"ENSDARG00000070340"
"34577";"ENSDART00000139600.3";"ENSDARG00000005525"
"34578";"ENSDART00000140078.2";"ENSDARG00000055022"
"34579";"ENSDART00000140113.3";"ENSDARG00000017230"
"34580";"ENSDART00000140151.2";"ENSDARG00000078102"
"34581";"ENSDART00000140365.3";"ENSDARG00000078187"
"34582";"ENSDART00000140369.2";"ENSDARG00000092553"
"34583";"ENSDART00000140400.2";"ENSDARG00000032218"
"34584";"ENSDART00000140532.3";"ENSDARG00000094001"
"34585";"ENSDART00000140802.2";"ENSDARG00000042613"
"34586";"ENSDART00000140823.2";"ENSDARG00000017398"
"34587";"ENSDART00000141160.3";"ENSDARG00000077691"
"34588";"ENSDART00000141426.2";"ENSDARG00000001870"
"34589";"ENSDART00000141529.2";"ENSDARG00000055300"
"34590";"ENSDART00000141555.2";"ENSDARG00000091926"
"34591";"ENSDART00000141672.3";"ENSDARG00000078989"
"34592";"ENSDART00000141676.3";"ENSDARG00000006691"
"34593";"ENSDART00000142132.2";"ENSDARG00000076716"
"34594";"ENSDART00000142201.2";"ENSDARG00000058731"
"34595";"ENSDART00000142260.2";"ENSDARG00000067601"
"34596";"ENSDART00000142357.3";"ENSDARG00000104849"
"34597";"ENSDART00000142665.3";"ENSDARG00000045893"
"34598";"ENSDART00000142709.3";"ENSDARG00000092823"
"34599";"ENSDART00000142732.3";"ENSDARG00000062418"
"34600";"ENSDART00000142840.2";"ENSDARG00000055022"
"34601";"ENSDART00000142845.3";"ENSDARG00000018744"
"34602";"ENSDART00000143014.2";"ENSDARG00000055022"
"34603";"ENSDART00000143451.2";"ENSDARG00000043662"
"34604";"ENSDART00000143496.3";"ENSDARG00000011157"
"34605";"ENSDART00000143514.2";"ENSDARG00000006487"
"34606";"ENSDART00000143961.2";"ENSDARG00000035565"
"34607";"ENSDART00000144069.2";"ENSDARG00000034907"
"34608";"ENSDART00000144193.3";"ENSDARG00000071565"
"34609";"ENSDART00000144386.2";"ENSDARG00000078973"
"34610";"ENSDART00000144402.2";"ENSDARG00000025670"
"34611";"ENSDART00000144695.2";"ENSDARG00000006691"
"34612";"ENSDART00000144718.2";"ENSDARG00000034907"
"34613";"ENSDART00000144744.2";"ENSDARG00000031678"
"34614";"ENSDART00000144829.2";"ENSDARG00000092872"
"34615";"ENSDART00000144876.3";"ENSDARG00000090099"
"34616";"ENSDART00000144881.3";"ENSDARG00000023110"
"34617";"ENSDART00000145124.3";"ENSDARG00000087910"
"34618";"ENSDART00000145150.3";"ENSDARG00000076448"
"34619";"ENSDART00000145158.2";"ENSDARG00000039576"
"34620";"ENSDART00000145212.2";"ENSDARG00000078989"
"34621";"ENSDART00000145216.2";"ENSDARG00000058230"
"34622";"ENSDART00000145310.2";"ENSDARG00000068575"
